frame,t_sec,danger_raw,danger_smoothed,attacking_team,n_attackers,n_defenders,count_anomaly,ball_dist_to_goal_m,closing_speed_kmh,ball_speed_kmh,hull_area_m2,score_ball_proximity,score_space_control,score_compactness,score_numerical_advantage,score_ball_velocity
39020,0.8,27.01080616239932,34.49091453022231,2,7,9,False,37.51719833490157,-545.1587471550898,568.1643865093134,548.0877775397748,66.00704435482159,5.873015873015873,18.26959258465916,20.0,0.0
39021,0.84,25.36080697269477,33.064792384741104,2,7,9,False,43.64702421696799,-551.6843293859779,568.1643865093137,559.2650548883594,60.45303423227182,5.714285714285714,18.642168496278646,20.0,0.0
39022,0.88,30.21101470717543,32.01646449394275,2,7,9,False,43.962775864673326,-28.417648293480013,32.82108096663713,563.4299497613974,60.16694325981895,6.031746031746032,18.78099832537991,20.0,32.23896981657499
39023,0.92,30.259213017824806,31.217103719545005,2,7,9,False,44.27927937008379,-28.48531548694197,32.82108096663799,575.6716880821841,59.88017105671036,6.349206349206349,19.189056269406137,20.0,32.196677820661264
39024,0.96,31.770104145987204,30.850267383560123,2,8,9,False,44.59651872529808,-28.551541969286163,32.82108096663713,580.4649801611686,59.59273212711758,6.666666666666667,19.348832672038952,30.0,32.15528626919615
39025,1.0,33.380620411320514,31.298251252464464,2,8,9,False,44.91447833798482,-28.61636514180617,32.82108096663713,597.2596356093454,59.304640598679434,7.142857142857142,19.908654520311515,40.0,32.11477178637114
39026,1.04,33.69224963835812,31.84893148830432,2,8,9,False,45.233143019320075,-28.679821320173104,32.82108096663799,779.6864078634226,59.01591023343153,11.11111111111111,25.989546928780754,30.0,32.07511167489181
39027,1.08,33.96473501263161,32.554909310292594,2,8,9,False,45.552497972281735,-28.741945766549435,32.82108096663713,805.0906161697894,58.726554438412194,12.063492063492063,26.836353872326313,30.0,32.03628389590661
39028,1.12,30.86330653245644,33.459682135721714,2,8,9,False,46.169208466420145,-55.503944472456865,73.26062119768447,823.2937229001836,58.16777570749452,10.0,27.44312409667279,30.0,15.31003470471446
39029,1.16,33.06738051343931,33.95988737927582,2,8,9,False,46.521028780802155,-31.66382829438092,33.055619372845364,828.2961208267934,57.84900424073671,10.158730158730158,27.609870694226444,30.0,30.210107316011925
39030,1.2,37.29986814101692,34.46512584629121,2,9,10,False,46.44273543601061,7.046401031239213,25.929187220999967,847.8951261913498,57.91994296523991,18.095238095238095,28.263170873044995,20.0,54.40400064452451
39031,1.24,35.30707260434738,34.781534522456965,2,9,10,False,46.56520205975227,-11.021996136749266,11.023000733016765,842.3952639977942,57.80898045488123,17.142857142857142,28.07984213325981,20.0,43.111252414531705
39032,1.28,35.482540026258626,35.13203404646723,2,9,10,False,46.68766874205571,-11.022001407310213,11.023000733016426,884.1466010082222,57.69801789146187,17.142857142857142,29.47155336694074,20.0,43.11124912043112
39033,1.32,36.21808087784425,35.46664432034996,2,9,10,False,46.81013548246133,-11.02200663650521,11.023000733016223,887.1189755429186,57.58705527539827,20.158730158730158,29.57063251809729,20.0,43.11124585218424
39034,1.36,36.213477629824595,35.62962158142354,2,9,10,False,46.93260228051426,-11.022011824763993,11.023000733016426,892.8561833165822,57.47609260710256,20.158730158730158,29.761872777219406,20.0,43.111242609522506
39035,1.4,36.322074622009495,36.155309315547264,2,9,10,False,47.05506913576442,-11.022016972514379,11.023000733016765,929.1699494175919,57.36512988698254,20.0,30.97233164725306,20.0,43.11123939217851
39036,1.44,35.567008259976326,36.55695866990498,2,9,10,False,47.17753604776636,-11.022022080174594,11.023000733016426,832.4335866910787,57.2541671154418,19.047619047619047,27.74778622303596,20.0,43.11123619989088
39037,1.48,37.586614699443714,36.47525353877055,2,9,9,False,47.30000301607927,-11.022027148162223,11.023000733016223,847.7746437249516,57.143204292879766,20.952380952380953,28.25915479083172,30.0,43.11123303239861
39038,1.52,37.70757292495081,36.223946668027274,2,9,9,False,47.4224700402669,-11.02203217688654,11.023000733016426,870.6876475697263,57.03224141969171,21.11111111111111,29.022921585657546,30.0,43.11122988944591
39039,1.56,35.92046214551462,35.981061620317085,2,9,10,False,47.54493711989747,-11.022037166751062,11.023000733016765,875.4789162033758,56.92127849626883,20.0,29.182630540112527,20.0,43.11122677078059
39040,1.6,37.17155934194112,35.67544235436924,2,9,9,False,47.700363221473005,-13.988349141798224,25.218277597422603,897.7027659273408,56.780452613435116,19.841269841269842,29.923425530911363,30.0,41.25728178637611
39041,1.64,37.88717276573185,35.435855178084545,2,9,9,False,47.78419915413505,-7.545233939584293,19.006005874631246,900.7651564241896,56.704491953606166,20.317460317460316,30.025505214139653,30.0,45.284228787759815
39042,1.68,36.31940656740386,35.234061560873876,2,9,10,False,47.8600450400543,-6.826129732732511,7.673501813632832,909.5980149400621,56.63577078170767,19.682539682539684,30.319933831335398,20.0,45.73366891704218
39043,1.72,32.291390155428005,35.10871036986095,2,8,10,False,48.12523581747466,-23.86716996783221,23.95451854053551,929.9945064963522,56.39549115704352,9.841269841269842,30.99981688321174,20.0,35.08301877010487
39044,1.76,32.567919453736444,34.88729744883004,2,8,10,False,48.39043725192535,-23.86812910056193,23.954518540535393,928.3071353046289,56.15520187643555,11.26984126984127,30.94357117682096,20.0,35.082419312148794
39045,1.8,32.55064968646998,34.645639772540015,2,8,10,False,48.65564916914543,-23.869072549807058,23.95451854053551,963.0983220538274,55.9149030977752,10.793650793650794,32.103277401794244,20.0,35.08182965637059
39046,1.84,33.338431514408356,34.56769401499559,2,8,10,False,48.92087139864598,-23.870000655049637,23.954518540535005,1063.6620055205676,55.67459497553623,12.222222222222221,35.45540018401892,20.0,35.08124959059398
39047,1.88,33.90055121548141,34.439200545016156,2,8,10,False,49.1861037736088,-23.870913746653883,23.9545185405359,1127.0300415908796,55.43427766086646,13.492063492063492,37.567668053029315,20.0,35.080678908341326
39048,1.92,34.06279396782125,34.2207226492882,2,8,10,False,49.45134613078827,-23.87181214615204,23.954518540535005,1086.6134312992326,55.19395130167677,15.238095238095239,36.220447709974415,20.0,35.08011740865498
39049,1.96,34.92965964707279,34.305234457683795,2,8,9,False,49.71659831041643,-23.872696166534695,23.95451854053551,1085.5343691798107,54.953616042727035,13.015873015873018,36.18447897266036,30.0,35.079564895915816
39050,2.0,34.8076808094705,34.541513775078556,2,8,9,False,49.981860156110976,-23.873566112509153,23.954518540535393,1083.5120621039314,54.713272025709536,12.857142857142856,36.11706873679771,30.0,35.07902117968178
39051,2.04,34.98511305498154,34.94223103726472,2,8,9,False,50.24713151478625,-23.874422280774397,23.95451854053551,1101.6896907978808,54.47291938932955,13.492063492063492,36.72298969326269,30.0,35.078486074516
39052,2.08,35.629637702187885,35.411053594422434,2,8,9,False,50.512412236566924,-23.875264960260907,23.95451854053551,1102.1749448191367,54.23255826938358,16.349206349206348,36.73916482730456,30.0,35.077959399836935
39053,2.12,35.26543801699642,35.62007956231631,2,8,9,False,50.77770217470445,-23.8760944323775,23.954518540535393,1131.0743159175236,53.99218879883514,14.603174603174605,37.702477197250786,30.0,35.07744097976406
39054,2.16,37.33354826815098,36.008440837068285,2,9,9,False,51.043001185496074,-23.87691097124602,23.95451854053551,1114.6898932646045,53.751811107888,23.49206349206349,37.15632977548682,30.0,35.076930642971234
39055,2.2,35.12674196416511,36.404130439870535,2,8,9,False,51.308309128206325,-23.877714843922604,23.954518540535005,1124.2747886178886,53.51142532405741,14.761904761904763,37.475826287262954,30.0,35.07642822254837
39056,2.24,37.37652659997042,36.64164323178552,2,8,9,False,51.57362586499098,-23.878506310618945,23.9545185405359,1461.6860539044865,53.27103157223896,17.3015873015873,48.72286846348288,30.0,35.07593355586316
39057,2.28,38.176520372362525,37.10967017195774,2,8,9,False,51.83895126082328,-23.879285624906927,23.954518540535005,1493.266373516477,53.03062997477542,20.158730158730158,49.77554578388256,30.0,35.07544648443317
39058,2.32,35.846743129134936,37.990448157226346,2,8,9,False,52.10428518342245,-23.88005303392518,23.95451854053551,1460.7974922329013,52.79022065152156,17.77777777777778,48.693249741096714,20.0,35.07496685379677
39059,2.36,38.56088651250507,38.53681742002322,2,8,9,False,52.36962750318432,-23.880808778568365,23.954518540535393,1511.7161486666591,52.54980371990694,21.904761904761905,50.39053828888864,30.0,35.07449451339477
39060,2.4,38.811069201448184,38.94568717265323,2,8,9,False,52.6349780931141,-23.88155309368031,23.95451854053551,1528.5730602391868,52.30937929499688,22.857142857142858,50.95243534130623,30.0,35.07402931644981
39061,2.44,37.77981315005273,38.29987240247382,2,8,9,False,52.96805237158861,-29.97668506270614,46.66148144006725,1534.0778360670329,52.00759292295318,21.26984126984127,51.1359278689011,30.0,31.264571835808663
39062,2.48,40.424004091537036,38.706664275152995,2,8,9,False,52.98163281834484,-1.2222402080606543,45.46995147795472,1508.6354521112607,51.995288178870084,21.58730158730159,50.28784840370869,30.0,49.23609986996209
39063,2.52,45.55444887820483,38.96427442370172,2,9,9,False,52.49782052005873,43.543106845749975,53.456060540469664,1565.8976756420097,52.433652735024374,23.65079365079365,52.19658918806699,30.0,77.21444177859374
39064,2.56,42.18606885575036,38.86367018591033,2,9,9,False,52.43450643525129,5.698267632669385,5.720825165424329,1574.5608885594265,52.491019302148125,24.126984126984127,52.48536295198088,30.0,53.56141727041837
39065,2.6,40.17187504855652,39.17911274571704,2,9,9,False,52.58714995369134,-13.737916659603968,18.952245597719113,1584.1314034697898,52.35271461570704,23.333333333333332,52.804380115659654,30.0,41.41380208774752
39066,2.64,29.583771025998118,39.30538355569184,2,9,10,False,54.53927685797597,-175.69142138561696,181.6688527890177,1653.1449296180454,50.58396411683583,18.571428571428573,55.10483098726818,10.0,0.0
39067,2.68,40.00824443631524,39.43850051914509,2,9,9,False,54.42919889092218,9.907017034841132,10.343830185926981,1666.9337067037359,50.683701720325544,20.158730158730158,55.564456890124525,20.0,56.19188564677571
39068,2.72,40.467848382555076,39.588198768772465,2,9,9,False,54.280052920095414,13.423137374408896,15.017308933069687,1668.9460824923217,50.81883740731672,20.476190476190474,55.63153608307739,20.0,58.38946085900556
39069,2.76,36.969269518865836,39.521671720123216,2,9,9,False,54.524250392113025,-21.97777248158495,28.499689698729693,1685.955410932189,50.59757904572854,19.682539682539684,56.19851369773963,20.0,36.263892199009405
39070,2.8,39.632053846815445,39.03416151141031,2,9,9,False,54.45512648238065,6.221151875913833,6.947513391916434,1686.02460665117,50.66020968185917,19.682539682539684,56.20082022170566,20.0,53.88821992244615
39071,2.84,40.076136232202686,39.05661514717618,2,9,9,False,54.34946183570348,9.509818200945261,13.156789225978986,1699.4977508396078,50.755948537828566,19.841269841269842,56.649925027986924,20.0,55.943636375590785
39072,2.88,40.40847276288716,39.312429594624774,2,9,9,False,54.219009596616516,11.740701517826722,13.012861326871423,1701.1710999222014,50.87414652099118,20.158730158730158,56.70570333074004,20.0,57.3379384486417
39073,2.92,39.57619214558129,40.53198665365857,2,9,9,False,54.18561671163521,3.0053596483173095,17.08853446824201,1712.5602883808406,50.90440258776625,19.841269841269842,57.085342946028014,20.0,51.87834978019832
39074,2.96,39.62567950774605,40.83012684035476,2,9,9,False,54.15286897676707,2.9472961381330975,17.08853446824201,1721.7661604327623,50.934074107716,19.841269841269842,57.39220534775874,20.0,51.842060086333184
39075,3.0,39.70432637364997,41.09542265297507,2,9,9,False,54.12076756312658,2.8891272276440816,17.08853446824201,1736.841045963978,50.96316001973662,19.841269841269842,57.89470153213261,20.0,51.80570451727755
39076,3.04,42.45551248494072,41.65985107524278,2,9,9,False,54.08931362146741,2.8308547493249137,17.08853446824201,2024.5561595997024,50.99165928117244,25.07936507936508,67.48520531999009,20.0,51.76928421832807
39077,3.08,43.241648417939686,41.99553466835054,2,9,9,False,54.058508281984246,2.7724805534849395,17.08853446824201,2046.282532241471,51.019570867995576,27.77777777777778,68.20941774138237,20.0,51.732800345928084
39078,3.12,44.21845573440362,42.29068966937318,2,10,9,False,54.02835265411736,2.7140065080194375,17.08853446824201,2026.8152951817783,51.04689377498296,32.06349206349206,67.56050983939261,20.0,51.69625406751215
39079,3.16,43.58592667666953,42.54615757582586,2,10,9,False,54.0763290637442,-4.317876866415062,4.3943354518303295,2034.7654766794303,51.003424112085916,32.06349206349206,67.82551588931435,20.0,47.301326958490584
39080,3.2,43.651398133998846,42.8934144137642,2,10,9,False,54.12430699278932,-4.318013614061229,4.394335451831151,2042.5340866023207,50.95995307249975,32.22222222222222,68.08446955341068,20.0,47.301241491211734
39081,3.24,43.74241058607832,43.93122697767592,2,10,9,False,54.17228643721568,-4.318149998372434,4.3943354518303295,2047.474463108083,50.9164806598823,32.53968253968254,68.24914877026943,20.0,47.30115625101723
39082,3.28,43.660256964108605,44.3178633637233,2,10,9,False,54.220267393000405,-4.318286020625095,4.3943354518303295,2049.527731924618,50.873006877878545,32.22222222222222,68.31759106415393,20.0,47.30107123710931
39083,3.32,43.617996244474355,44.4490655305028,2,10,9,False,54.26824985613474,-4.318421682089877,4.394335451831151,2051.6231484522145,50.82953173012066,32.06349206349206,68.38743828174049,20.0,47.30098644869383
39084,3.36,43.47408764031934,44.49431164440949,2,10,9,False,54.316233822623914,-4.318556984025932,4.3943354518303295,2057.1985868720944,50.78605522022814,31.428571428571427,68.57328622906982,20.0,47.300901884983794
39085,3.4,43.7432742008414,44.48162723596994,2,10,9,False,54.35023789408617,-3.0603664316030432,3.5324552893524777,2065.4838927330834,50.75524537982765,31.9047619047619,68.84946309110278,20.0,48.0872709802481
39086,3.44,52.0794302746866,44.66174374973699,2,10,9,False,53.16836034792161,106.36897915481015,120.05464238906077,2063.462838782669,51.826101221625144,32.857142857142854,68.78209462608898,20.0,100.0
39087,3.48,44.34396300621853,44.878748049087186,2,10,9,False,53.20370707735883,-3.1812056493493657,3.6060489150581656,2070.002065486911,51.79407484814076,33.01587301587301,69.0000688495637,20.0,48.01174646915665
39088,3.52,44.02993848629475,45.0309199133888,2,10,9,False,53.274420065951965,-6.3641689733822915,7.2124170513616805,2078.6584582920623,51.730004406011055,32.857142857142854,69.28861527640208,20.0,46.02239439163607
39089,3.56,43.78460178482008,45.19622224461789,2,10,9,False,53.40188580473454,-11.471916490431795,11.55814726347351,2084.6718578174673,51.614512381099246,33.80952380952381,69.48906192724891,20.0,42.83005219348013
39090,3.6,44.06624283312893,45.385508436561516,2,10,9,False,53.49385344805637,-8.277087898964695,8.282050244011742,2094.03324957967,51.53118387686704,33.65079365079365,69.80110831932234,20.0,44.82682006314707
39091,3.64,45.747324841874104,45.34922666198447,2,10,9,False,53.3721715426624,10.951371485457315,11.958656736164356,2094.8469792639326,51.64143538274855,33.01587301587301,69.82823264213108,20.0,56.844607178410826
39092,3.68,46.25544972620121,45.294765932767525,2,10,9,False,53.25054313917473,10.946556313890241,11.958656736164356,2086.775455635495,51.75163841251753,35.079365079365076,69.5591818545165,20.0,56.8415976961814
39093,3.72,45.5684729576977,44.55997769003094,2,10,9,False,53.12896860503988,10.941708072136578,11.958656736164356,2085.7188960812164,51.8617926332442,32.22222222222222,69.52396320270722,20.0,56.83856754508536
39094,3.76,45.643884938857646,44.365805872047275,2,10,9,False,53.00744831091188,10.936826471519723,11.958656736164356,2102.2230257103774,51.97189770909256,32.06349206349206,70.07410085701258,20.0,56.83551654469983
39095,3.8,45.889430547797886,44.204908789073436,2,10,9,False,52.88598263068536,10.931911220386894,11.958656736164356,2113.0749411792644,52.0819533012904,32.698412698412696,70.43583137264214,20.0,56.83244451274181
39096,3.84,43.03870634539474,44.08388032479013,2,10,9,False,52.76457194152901,10.9269620240714,11.95865673616384,2012.613028311509,52.19195906809904,23.174603174603174,67.08710094371698,20.0,56.82935126504462
39097,3.88,43.08974545023811,43.95016396125277,2,10,9,False,52.64321662391941,10.921978584864505,11.958656736164356,2016.3169529642983,52.3019146647826,23.174603174603174,67.21056509880994,20.0,56.82623661554032
39098,3.92,43.261971361847685,43.67061852339311,2,10,9,False,52.52191706167527,10.916960601972576,11.958656736164356,2020.4523939282462,52.41181974357705,23.65079365079365,67.34841313094154,20.0,56.82310037623286
39099,3.96,42.01390119041442,43.363558242609095,2,10,10,False,52.400673641992086,10.911907771486398,11.958656736164356,2056.4053396717973,52.52167395365879,23.809523809523807,68.54684465572657,10.0,56.819942357179
39100,4.0,42.09917349060865,43.13089635999833,2,8,10,False,52.279486755477144,10.906819786344712,11.958656736164356,2035.2209884387712,52.63147694111288,24.444444444444443,67.8406996146257,10.0,56.81676236646545
39101,4.04,42.33226021342052,43.92571400950347,2,8,10,False,52.15835679618496,10.901696336296496,11.958656736164356,2043.603281476232,52.74122834890098,25.07936507936508,68.12010938254107,10.0,56.81356021018531
39102,4.08,42.46164647068057,44.69777617830644,2,8,10,False,52.03728416165312,10.896537107865782,11.958656736164356,2055.0587924491338,52.85092781682893,25.238095238095237,68.50195974830446,10.0,56.81033569241612
39103,4.12,42.39277958755817,45.71295516927662,2,8,10,False,51.91626925293855,10.89134178431138,11.958656736164356,2058.6135220697324,52.960574981513744,24.761904761904763,68.62045073565774,10.0,56.807088615194615
39104,4.16,42.57072635679311,46.708120229538565,2,8,10,False,51.79531247465419,10.886110045592332,11.958656736164356,2063.9157775179738,53.0701694763505,25.238095238095237,68.79719258393246,10.0,56.803818778495206
39105,4.2,42.77653036636846,47.70416738652046,2,9,10,False,51.6744142350061,10.880841568328279,11.958656736164356,2066.856844328022,53.17971093147869,25.873015873015877,68.89522814426739,10.0,56.80052598020517
39106,4.24,55.181696732919335,48.63749948767448,1,10,9,False,64.96942636045844,-2.8075130965517303,11.958656736164356,1687.6315627028825,41.13358868513327,66.66666666666666,56.25438542342942,70.0,48.24530431465517
39107,4.28,55.15417657343357,49.72602002120809,1,10,9,False,65.00087759958159,-2.8306115210828864,11.95865673616384,1684.27043503172,41.10509187236608,66.66666666666666,56.14234783439066,70.0,48.23086779932319
39108,4.32,55.22085423703684,50.79778722786663,1,10,9,False,65.03258511550206,-2.8536764328426045,11.958656736164356,1723.5716996031024,41.076362856604256,66.19047619047619,57.45238998677008,70.0,48.216452229473376
39109,4.36,55.031726173381415,51.717973863497576,1,10,9,False,65.06454853355035,-2.8767076243462952,11.958656736164356,1687.9155744696436,41.04740197732204,66.19047619047619,56.263852482321454,70.0,48.202057734783565
39110,4.4,55.21453724563047,52.78369709503885,1,10,10,False,65.09676747677197,-2.89970488994598,11.958656736164356,1710.787515851911,41.018209576064066,66.5079365079365,57.02625052839703,70.0,48.187684443783766
39111,4.44,53.21388640426267,53.12515826559471,1,10,10,False,65.1292415659478,-2.9226680258238957,11.958656736164356,1684.2818925828642,40.98878599642688,65.07936507936508,56.14272975276214,60.0,48.173332483860065
39112,4.48,55.16141989301198,53.45646727313891,1,10,10,False,65.16197041961456,-2.945596830009123,11.958656736164356,1696.6326907893163,40.95913158404031,66.66666666666666,56.55442302631054,70.0,48.1590019812443
39113,4.52,55.19346669332301,52.756194246210576,1,10,10,False,65.1949536540854,-2.968491102375026,11.958656736164356,1697.3279043713555,40.92924668654895,66.82539682539682,56.577596812378516,70.0,48.14469306101561
39114,4.56,53.503886098251925,52.050498284349,1,10,10,False,65.2281908834703,-2.9913506446418126,11.958656736164356,1669.5838116884734,40.89913165359354,66.66666666666666,55.65279372294911,60.0,48.13040584709887
39115,4.6,55.18145836605344,51.33409143004109,1,10,10,False,65.26168171969684,-3.0141752603880434,11.958656736164356,1699.4104078655855,40.8687868367923,66.82539682539682,56.64701359551951,70.0,48.116140462257476
39116,4.64,46.6682604034634,50.61928359768515,2,10,10,False,50.348517607430814,10.820367626602021,11.958656736164356,2290.1289794734007,54.38105717404523,35.55555555555556,76.33763264911335,10.0,56.762729766626265
39117,4.68,46.75223845689894,49.868816644107035,2,10,10,False,50.22835503194816,10.814631793438707,11.958656736164356,2284.6266273486563,54.489932070889346,35.87301587301587,76.15422091162188,10.0,56.75914487089919
39118,4.72,46.778420409779145,49.28405086702407,2,10,10,False,50.10825664644073,10.808854695668941,11.958656736164356,2275.505826371485,54.59874880755417,36.03174603174603,75.85019421238283,10.0,56.75553418479309
39119,4.76,46.685825031094666,48.533589558718035,2,10,10,False,49.98822291356423,10.803035958885019,11.95865673616384,2266.4433783848904,54.70750696484441,35.714285714285715,75.54811261282967,10.0,56.751897474303135
39120,4.8,46.62397198534203,47.78017705584673,2,10,10,False,49.8682543001786,10.797175204706733,11.958656736164356,2263.5337249535623,54.81620611975539,35.3968253968254,75.45112416511874,10.0,56.748234502941706
39121,4.84,46.45403218511012,46.97684708978779,2,10,10,False,49.74835127739263,10.791272050737248,11.958656736164356,2262.8206051860066,54.924845845432735,34.6031746031746,75.42735350620022,10.0,56.74454503171078
39122,4.88,46.20893380269318,46.02484967880744,2,10,10,False,49.628514320609085,10.78532611051898,11.958656736164356,2255.016670758834,55.033425711131464,33.65079365079365,75.16722235862781,10.0,56.740828819074366
39123,4.92,46.1966970792671,45.78222653848568,2,10,10,False,49.50874390957043,10.779336993479234,11.958656736164356,2254.106955692038,55.141945282174554,33.49206349206349,75.13689852306793,10.0,56.73708562092452
39124,4.96,46.1558841933395,45.529875071917424,2,10,10,False,49.38904052840498,10.773304304889919,11.958656736164356,2247.4864690898826,55.25040411991109,33.33333333333333,74.91621563632943,10.0,56.7333151905562
39125,5.0,46.15251665886724,45.254950099860984,2,10,10,False,49.26940466567371,10.767227645814472,11.958656736164356,2240.423039847323,55.35880178167396,33.33333333333333,74.68076799491075,10.0,56.72951727863405
39126,5.04,43.86392650554465,44.98481243499836,2,10,9,False,49.14983681441749,10.761106613059894,11.958656736164356,1855.6846955682558,55.46713782073689,31.746031746031743,61.856156518941866,10.0,56.725691633162434
39127,5.08,43.757489434289326,44.71405953571118,2,10,9,False,49.03033747220494,10.754940799129429,11.958656736164356,1843.8894682693417,55.57541178627127,31.428571428571427,61.46298227564473,10.0,56.72183799945589
39128,5.12,43.75678271960226,44.45789661339749,2,10,9,False,48.91090714118086,10.748729792167566,11.958656736164356,1837.3718954906126,55.68362322330211,31.428571428571427,61.245729849687095,10.0,56.71795612010473
39129,5.16,43.72402085807988,44.22120425494409,2,10,9,False,48.79154632811515,10.74247317591336,11.95865673616384,1856.1939595252334,55.791771672663806,30.793650793650794,61.87313198417444,10.0,56.71404573494585
39130,5.2,43.47932074510185,43.99034997656886,2,10,9,False,48.672255544452376,10.736170529649911,11.958656736164356,1824.6965354591048,55.89985667095524,30.317460317460316,60.82321784863682,10.0,56.7101065810312
39131,5.24,43.44417305274314,43.39063801930282,2,10,9,False,48.55303530636184,10.729821428148085,11.958656736164356,1819.2412858046828,56.00787775049435,30.158730158730158,60.64137619348943,10.0,56.70613839259255
39132,5.28,43.374937193895775,43.59044213599913,2,10,9,False,48.43388613478834,10.723425441615362,11.958656736164356,1814.909653329043,56.115834439272206,29.841269841269842,60.49698844430144,10.0,56.7021409010096
39133,5.32,43.38007711734599,43.97345917577036,2,10,9,False,48.31480855550337,10.716982135647228,11.958656736164356,1809.5849407079277,56.22372626090654,29.841269841269842,60.31949802359758,10.0,56.69811383477952
39134,5.36,43.36862550125234,44.22140195990175,2,10,9,False,48.195803099157075,10.71049107116643,11.958656736164356,1800.9467365269193,56.33155273459476,29.841269841269842,60.031557884230644,10.0,56.69405691947902
39135,5.4,43.42644573876434,44.4695511829511,2,10,9,False,48.07687030133069,10.70395180437437,11.958656736164356,1798.231248916869,56.439313375066355,30.0,59.941041630562296,10.0,56.68996987773398
39136,5.44,38.959340706147046,44.721423175169264,2,10,9,False,48.40156678135501,-29.222683202188335,54.873449961226996,1726.6419377138627,56.145117818535574,28.888888888888886,57.55473125712876,10.0,31.73582299863229
